date,daily_weighted_avg,Category
20230210,0.09998548309178742,Tesla Inc
20230211,0.1296357777777778,Tesla Inc
20230212,0.12538531578947368,Tesla Inc
20230213,0.12011994252873562,Tesla Inc
20230214,0.09600642105263157,Tesla Inc
20230301,0.08552581751824817,Tesla Inc
20230302,0.05911756878306878,Tesla Inc
20230303,0.07864520000000001,Tesla Inc
20230304,0.05343523255813954,Tesla Inc
20230305,0.07249104166666666,Tesla Inc
20230306,0.04944805687203792,Tesla Inc
20230307,0.06591246296296296,Tesla Inc
20230308,0.012391088709677424,Tesla Inc
20230309,0.0912771328125,Tesla Inc
20230310,0.061542706896551724,Tesla Inc
20230311,0.011853745098039213,Tesla Inc
20230312,0.05002186363636363,Tesla Inc
20230313,0.07363122935779816,Tesla Inc
20230314,-0.0015116000000000018,Tesla Inc
20230401,0.10710299999999998,Tesla Inc
20230402,0.039137319672131146,Tesla Inc
20230403,0.045889202702702706,Tesla Inc
20230404,0.04349594666666667,Tesla Inc
20230405,0.06780530409356725,Tesla Inc
20230406,0.09209047482014387,Tesla Inc
20230407,0.026960245398773005,Tesla Inc
20230408,0.030839166666666664,Tesla Inc
20230409,0.052700271604938266,Tesla Inc
20230410,0.058600644171779126,Tesla Inc
20230411,0.11354019018404908,Tesla Inc
20230412,0.07785744720496895,Tesla Inc
20230413,0.11684798843930636,Tesla Inc
20230414,0.04387388125,Tesla Inc
20230501,0.08086781481481481,Tesla Inc
20230502,0.04172698173515981,Tesla Inc
20230503,0.0036220825688073385,Tesla Inc
20230504,0.10774502158273382,Tesla Inc
20230505,0.058643561904761915,Tesla Inc
20230506,0.04560054385964913,Tesla Inc
20230507,0.030448000000000003,Tesla Inc
20230508,0.06133153086419753,Tesla Inc
20230509,0.056189813432835814,Tesla Inc
20230510,0.09951751497005988,Tesla Inc
20230511,0.04805563559322034,Tesla Inc
20230512,0.050791193627450985,Tesla Inc
20230513,0.06789295312499999,Tesla Inc
20230514,0.07072603703703703,Tesla Inc
20230515,0.08206145936395762,Tesla Inc
20230516,-0.009924782608695656,Tesla Inc
20230601,0.10589724545454546,Tesla Inc
20230602,0.11779864571428574,Tesla Inc
20230603,0.070768078125,Tesla Inc
20230604,0.11019016666666667,Tesla Inc
20230605,0.11792751612903224,Tesla Inc
20230606,0.11762932777777776,Tesla Inc
20230607,0.11494163888888892,Tesla Inc
20230608,0.12940425,Tesla Inc
20230609,0.11944586015831134,Tesla Inc
20230610,0.12262967692307691,Tesla Inc
20230611,0.1087812676056338,Tesla Inc
20230612,0.12347216334661355,Tesla Inc
20230613,0.10797874838709678,Tesla Inc
20230701,0.06941631818181818,Tesla Inc
20230702,0.09360361111111111,Tesla Inc
20230703,0.13186502295918368,Tesla Inc
20230704,0.08318087931034485,Tesla Inc
20230705,0.08779979863481228,Tesla Inc
20230706,0.11990912727272728,Tesla Inc
20230707,0.06210668292682927,Tesla Inc
20230708,0.09275707692307693,Tesla Inc
20230709,0.10301855319148936,Tesla Inc
20230710,0.08731264736842105,Tesla Inc
20230711,0.10532662222222222,Tesla Inc
20230712,0.11450423504273505,Tesla Inc
20230801,0.03428120238095237,Tesla Inc
20230802,0.08052012328767122,Tesla Inc
20230803,0.07923355862068965,Tesla Inc
20230804,0.09704404166666666,Tesla Inc
20230805,0.06494252631578948,Tesla Inc
20230806,0.1137543,Tesla Inc
20230807,0.12396657714285714,Tesla Inc
20230808,0.06121458192090396,Tesla Inc
20230809,0.12167834,Tesla Inc
20230810,0.04930575159235668,Tesla Inc
20230811,0.07751092028985505,Tesla Inc
20230812,0.128720875,Tesla Inc
20230813,0.1206584716981132,Tesla Inc
20230814,0.08590622660098524,Tesla Inc
20230815,0.08704985483870967,Tesla Inc
20230816,0.03301404615384615,Tesla Inc
20230901,0.09035554819277108,Tesla Inc
20230902,0.2372940509383378,Tesla Inc
20230903,0.2224748655462185,Tesla Inc
20230904,0.167410675,Tesla Inc
20230905,0.18817196380090495,Tesla Inc
20230906,0.08047536046511629,Tesla Inc
20230907,0.07042466666666668,Tesla Inc
20230908,0.04922159393939394,Tesla Inc
20231101,0.08243948717948718,Tesla Inc
20231102,0.11064513414634146,Tesla Inc
20231103,0.13639773780487804,Tesla Inc
20231104,0.12867940963855423,Tesla Inc
20231105,0.12086024657534247,Tesla Inc
20231106,0.1261860138888889,Tesla Inc
20231107,0.08303805,Tesla Inc
20231108,0.10505238596491227,Tesla Inc
20231109,0.0908145988700565,Tesla Inc
20231110,0.1396424666666667,Tesla Inc
20231111,0.07084599999999999,Tesla Inc
20231112,0.12020145161290324,Tesla Inc
20231113,0.06757354672897195,Tesla Inc
20231114,0.11557125499999998,Tesla Inc
20231115,0.10809874545454544,Tesla Inc
20240101,0.12397477333333334,Tesla Inc
20240102,0.10466243214285714,Tesla Inc
20240103,0.07332402448979593,Tesla Inc
20240104,0.055853653846153845,Tesla Inc
20240105,0.022458685714285716,Tesla Inc
20240106,0.1361371724137931,Tesla Inc
20240107,0.06836791891891891,Tesla Inc
20240108,0.10157836718749999,Tesla Inc
20240109,0.12712446808510638,Tesla Inc
20240110,0.14142315172413794,Tesla Inc
20240111,0.05988161538461539,Tesla Inc
20240112,-0.03763199090909091,Tesla Inc
20240113,0.09268454000000002,Tesla Inc
20240114,0.06741167857142856,Tesla Inc
20240301,0.09340737244897959,Tesla Inc
20240302,0.14229529292929297,Tesla Inc
20240303,0.08551810769230768,Tesla Inc
20240304,0.13493733136094674,Tesla Inc
20240305,0.06508268897637795,Tesla Inc
20240306,0.08448028638497652,Tesla Inc
20240307,0.10416761025641026,Tesla Inc
20240308,0.0666858988095238,Tesla Inc
20240309,0.08958718181818182,Tesla Inc
20240310,0.06408004166666667,Tesla Inc
20240311,0.13259605844155845,Tesla Inc
20240312,0.053200350553505533,Tesla Inc
20240313,0.042799449999999996,Tesla Inc
